Familiarity Values from the MRC Psycholinguistic Database
Letters,Familiarity,Words
7,484,TORNADO
8,415,TORTOISE
8,415,TORTOISE
7,471,TORTURE
7,471,TORTURE
5,590,TOUCH
5,590,TOUCH
5,534,TOUGH
5,534,TOUGH
7,536,TOURIST
3,468,TOW
3,468,TOW
3,468,TOW
5,570,TOWEL
5,570,TOWEL
5,463,TOWER
5,463,TOWER
4,589,TOWN
4,589,TOWN
3,550,TOY
3,550,TOY
5,531,TRACE
5,531,TRACE
5,514,TRACK
5,514,TRACK
8,423,TRACTION
7,518,TRACTOR
5,537,TRADE
5,537,TRADE
9,526,TRADITION
9,526,TRADITION
7,521,TRAGEDY
5,508,TRAIL
5,508,TRAIL
7,528,TRAILER
5,548,TRAIN
5,548,TRAIN
7,458,TRAINER
7,467,TRAITOR
7,467,TRAITOR
6,436,TRANCE
6,436,TRANCE
8,479,TRANQUIL
8,502,TRANSFER
8,502,TRANSFER
9,495,TRANSFORM
11,397,TRANSFORMER
11,495,TRANSLATION
14,487,TRANSPORTATION
7,394,TRAPEZE
9,411,TRAPEZOID
9,411,TRAPEZOID
5,541,TRASH
5,541,TRASH
6,550,TRAVEL
6,550,TRAVEL
9,494,TRAVELLER
5,321,TRAWL
5,321,TRAWL
4,558,TRAY
7,396,TREASON
9,511,TREASURER
5,534,TREAT
5,534,TREAT
9,529,TREATMENT
6,372,TREATY
4,613,TREE
4,613,TREE
7,208,TRELLIS
7,208,TRELLIS
6,401,TREMOR
6,401,TREMOR
9,256,TREMULOUS
5,503,TREND
5,503,TREND
4,256,TREY
5,509,TRIAL
5,509,TRIAL
8,512,TRIANGLE
5,503,TRIBE
5,503,TRIBE
7,420,TRIBUTE
7,420,TRIBUTE
5,531,TRICK
5,531,TRICK
5,531,TRICK
5,531,TRICK
8,436,TRICYCLE
8,436,TRICYCLE
5,597,TRIED
5,597,TRIED
5,597,TRIED
5,597,TRIED
4,456,TRIM
4,456,TRIM
4,456,TRIM
4,456,TRIM
4,559,TRIP
4,559,TRIP
6,363,TRIPOD
6,363,TRIPOD
7,490,TRIUMPH
7,490,TRIUMPH
10,473,TRIUMPHANT
7,449,TROLLEY
8,481,TROMBONE
5,470,TROOP
5,470,TROOP
7,590,TROUBLE
7,590,TROUBLE
6,363,TROUPE
6,363,TROUPE
5,479,TROUT
5,479,TROUT
5,386,TRUCE
5,386,TRUCE
5,620,TRUCK
5,620,TRUCK
4,605,TRUE
4,605,TRUE
4,605,TRUE
4,605,TRUE
6,398,TRUISM
7,490,TRUMPET
7,490,TRUMPET
5,485,TRUNK
5,485,TRUNK
5,548,TRUST
5,548,TRUST
5,548,TRUST
11,460,TRUSTWORTHY
5,581,TRUTH
3,636,TRY
3,636,TRY
3,636,TRY
4,539,TUBE
4,539,TUBE
12,461,TUBERCULOSIS
4,452,TUCK
4,452,TUCK
4,341,TUFF
5,546,TULIP
6,490,TUMBLE
6,490,TUMBLE
3,141,TUN
3,141,TUN
4,545,TUNE
4,545,TUNE
5,373,TUNIC
6,541,TUNNEL
6,541,TUNNEL
7,431,TURMOIL
7,431,TURMOIL
4,583,TURN
4,583,TURN
6,368,TURNER
10,483,TURPENTINE
10,483,TURPENTINE
6,509,TURTLE
4,157,TUSH
4,157,TUSH
4,157,TUSH
4,433,TUSK
4,433,TUSK
5,371,TWANG
5,371,TWANG
5,429,TWEED
7,496,TWEEZER
7,496,TWEEZER
7,496,TWEEZER
8,415,TWEEZERS
8,415,TWEEZERS
4,493,TWIG
4,493,TWIG
8,423,TWILIGHT
8,423,TWILIGHT
5,510,TWIST
5,510,TWIST
3,596,TWO
3,596,TWO
3,596,TWO
4,567,TYPE
4,567,TYPE
10,524,TYPEWRITER
7,331,TYPHOON
7,557,TYPICAL
7,419,TYRANNY
6,387,TYRANT
6,387,TYRANT
6,387,TYRANT
4,562,UGLY
4,562,UGLY
4,562,UGLY
4,562,UGLY
5,423,ULCER
5,423,ULCER
8,511,UMBRELLA
6,542,UMPIRE
6,542,UMPIRE
9,269,UNANIMITY
8,366,UNBELIEF
10,373,UNBELIEVER
11,451,UNCERTAINTY
5,557,UNCLE
5,557,UNCLE
7,403,UNCLEAN
9,380,UNCONCERN
7,239,UNCTION
5,544,UNDER
5,544,UNDER
5,544,UNDER
5,544,UNDER
10,251,UNDERBRUSH
10,251,UNDERBRUSH
13,530,UNDERGRADUATE
13,530,UNDERGRADUATE
13,559,UNDERSTANDING
13,559,UNDERSTANDING
13,559,UNDERSTANDING
13,559,UNDERSTANDING
11,430,UNDERTAKING
11,430,UNDERTAKING
11,430,UNDERTAKING
11,430,UNDERTAKING
10,399,UNDERWORLD
7,396,UNDOING
7,396,UNDOING
7,396,UNDOING
10,309,UNDULATION
10,451,UNEASINESS
6,588,UNFAIR
11,494,UNHAPPINESS
11,353,UNIFICATION
7,484,UNIFORM
7,484,UNIFORM
7,484,UNIFORM
5,595,UNION
6,534,UNIQUE
6,534,UNIQUE
4,513,UNIT
4,513,UNIT
5,494,UNITE
5,494,UNITE
9,560,UNIVERSAL
9,560,UNIVERSAL
10,622,UNIVERSITY
10,622,UNIVERSITY
6,504,UNJUST
7,305,UNKEMPT
7,305,UNKEMPT
7,548,UNLEARN
7,548,UNKNOWN
7,548,UNKNOWN
7,548,UNKNOWN
9,532,UNLIMITED
9,532,UNLIMITED
9,462,UNNATURAL
10,528,UNPLEASANT
14,441,UNPLEASANTNESS
9,500,UNPOPULAR
9,421,UNREALITY
6,444,UNREST
8,493,UNSTABLE
12,507,UNSUCCESSFUL
6,515,UNTIDY
2,608,UP
2,608,UP
2,608,UP
2,608,UP
2,608,UP
2,608,UP
8,390,UPHEAVAL
10,380,UPHOLSTERY
6,395,UPKEEP
4,575,UPON
4,575,UPON
7,480,UPRIGHT
7,480,UPRIGHT
7,480,UPRIGHT
7,480,UPRIGHT
7,480,UPRIGHT
5,536,UPSET
5,536,UPSET
5,536,UPSET
5,536,UPSET
5,536,UPSET
7,507,UPWARDS
7,507,UPWARDS
5,518,URBAN
5,518,URBAN
6,332,URCHIN
3,369,URN
2,618,US
4,567,USED
4,567,USED
4,567,USED
4,567,USED
4,567,USED
6,599,USEFUL
5,604,USUAL
5,604,USUAL
5,214,USURP
5,176,USURY
7,494,UTENSIL
7,494,UTENSIL
5,480,UTTER
5,480,UTTER
5,480,UTTER
9,357,UTTERANCE
6,534,VACANT
6,408,VACATE
8,495,VACATION
8,495,VACATION
11,442,VACCINATION
6,487,VACUUM
5,522,VAGUE
5,522,VAGUE
5,522,VAGUE
5,522,VAGUE
4,486,VAIN
4,486,VAIN
4,334,VALE
4,334,VALE
6,515,VALLEY
5,432,VALOR
8,558,VALUABLE
8,558,VALUABLE
5,552,VALUE
5,552,VALUE
3,542,VAN
3,542,VAN
4,411,VANE
6,433,VANITY
6,455,VAPOUR
6,455,VAPOUR
7,533,VARIETY
4,485,VARY
4,485,VARY
4,452,VASE
5,445,VAULT
5,445,VAULT
4,465,VEAL
4,465,VEAL
4,465,VEAL
9,591,VEGETABLE
9,591,VEGETABLE
7,534,VEHICLE
7,534,VEHICLE
4,421,VEIL
4,421,VEIL
4,496,VEIN
4,496,VEIN
8,436,VELOCITY
6,515,VELVET
9,238,VELVETEEN
9,238,VELVETEEN
5,375,VENOM
5,375,VENOM
5,375,VENOM
7,461,VENTURE
7,461,VENTURE
4,534,VERB
7,98,VERDICT
7,98,VERDANT
6,295,VERITY
9,425,VERSATILE
5,483,VERSE
5,483,VERSE
8,524,VERTICAL
8,524,VERTICAL
4,606,VERY
4,606,VERY
4,606,VERY
6,461,VESSEL
6,461,VESSEL
4,472,VEST
4,472,VEST
6,177,VESTAL
6,177,VESTAL
9,315,VESTIBULE
8,318,VESTMENT
8,318,VESTMENT
3,456,VET
3,456,VET
7,443,VETERAN
7,443,VETERAN
4,361,VETO
4,361,VETO
4,371,VIAL
4,457,VICE
4,457,VICE
4,457,VICE
7,440,VICIOUS
6,511,VICTIM
7,498,VICTORY
4,523,VIEW
4,523,VIEW
5,370,VIGIL
9,308,VIGILANCE
6,426,VIGOUR
4,404,VILE
4,404,VILE
7,524,VILLAGE
7,524,VILLAGE
4,411,VINE
4,411,VINE
7,468,VINEGAR
9,487,VIOLATION
6,461,VIOLET
6,461,VIOLET
6,461,VIOLET
6,468,VIOLIN
6,468,VIOLIN
6,469,VIRTUE
4,368,VISE
4,368,VISE
6,529,VISION
6,529,VISION
7,560,VISITOR
5,280,VISTA
7,235,VITRIOL
9,344,VIVACIOUS
5,500,VIVID
8,458,VOCATION
5,573,VODKA
5,596,VOICE
5,596,VOICE
7,461,VOLCANO
4,435,VOLT
4,435,VOLT
4,435,VOLT
6,526,VOLUME
6,526,VOLUME
9,558,VOLUNTARY
9,558,VOLUNTARY
9,558,VOLUNTARY
4,567,VOTE
4,567,VOTE
5,519,VOTER
3,463,VOW
3,463,VOW
6,507,VULGAR
6,507,VULGAR
3,354,WAD
3,354,WAD
5,430,WAFER
5,430,WAFER
4,539,WAGE
4,539,WAGE
5,443,WAGON
4,426,WAIL
4,426,WAIL
4,426,WAIL
5,540,WAIST
4,577,WAIT
4,577,WAIT
7,564,WAITING
7,564,WAITING
5,460,WAIVE
4,625,WALK
4,625,WALK
7,559,WALKING
7,559,WALKING
7,559,WALKING
4,596,WALL
4,596,WALL
6,558,WALLET
6,538,WALNUT
6,506,WALRUS
5,442,WALTZ
5,442,WALTZ
6,262,WAMPUM
5,89,WAMUS
4,381,WAND
6,539,WANDER
6,539,WANDER
4,606,WANT
4,606,WANT
3,582,WAR
3,582,WAR
3,582,WAR
3,582,WAR
7,273,WARBLER
4,394,WARE
4,394,WARE
4,394,WARE
4,394,WARE
9,449,WAREHOUSE
9,449,WAREHOUSE
4,613,WARM
4,613,WARM
4,613,WARM
4,613,WARM
6,560,WARMTH
4,491,WARN
7,368,WARRIOR
4,436,WARY
4,436,WARY
3,604,WAS
3,604,WAS
3,604,WAS
4,632,WASH
4,632,WASH
4,632,WASH
5,577,WASTE
5,577,WASTE
5,577,WASTE
8,476,WASTEFUL
5,576,WATCH
5,576,WATCH
5,641,WATER
5,641,WATER
4,436,WATT
4,518,WAVE
4,518,WAVE
3,494,WAX
3,494,WAX
3,494,WAX
3,567,WAY
3,567,WAY
3,567,WAY
2,614,WE
2,614,WE
4,562,WEAK
8,525,WEAKNESS
6,557,WEALTH
6,517,WEAPON
6,517,WEAPON
4,536,WEAR
4,536,WEAR
4,536,WEAR
7,623,WEATHER
7,623,WEATHER
3,457,WEB
3,457,WEB
3,457,WEB
3,457,WEB
7,507,WEDDING
7,507,WEDDING
7,507,WEDDING
4,542,WEED
4,542,WEED
4,542,WEED
4,577,WEEK
4,577,WEEK
4,455,WEEP
4,455,WEEP
7,483,WEEPING
7,483,WEEPING
7,483,WEEPING
5,536,WEIGH
5,536,WEIGH
6,578,WEIGHT
6,578,WEIGHT
5,539,WEIRD
5,539,WEIRD
5,539,WEIRD
7,529,WELCOME
7,529,WELCOME
7,529,WELCOME
7,529,WELCOME
7,529,WELCOME
7,509,WELFARE
7,509,WELFARE
4,550,WELL
4,550,WELL
4,550,WELL
4,550,WELL
4,550,WELL
4,550,WELL
4,266,WELT
4,266,WELT
5,321,WENCH
5,321,WENCH
4,594,WEPT
4,594,WENT
4,594,WENT
4,594,WENT
4,593,WERE
4,593,WERE
4,563,WEST
4,563,WEST
4,563,WEST
4,563,WEST
3,585,WET
3,585,WET
3,585,WET
3,585,WET
3,585,WET
3,585,WET
5,350,WHACK
5,350,WHACK
5,350,WHACK
5,350,WHACK
5,500,WHALE
5,500,WHALE
9,293,WHALEBONE
9,293,WHALEBONE
5,330,WHARF
5,330,WHARF
4,608,WHAT
4,608,WHAT
4,608,WHAT
4,608,WHAT
4,608,WHAT
4,608,WHAT
4,608,WHAT
5,510,WHEAT
5,566,WHEEL
5,566,WHEEL
4,609,WHEN
4,609,WHEN
4,609,WHEN
4,609,WHEN
5,608,WHERE
5,608,WHERE
5,608,WHERE
6,135,WHERRY
6,135,WHERRY
7,528,WHETHER
7,528,WHETHER
7,528,WHETHER
7,528,WHETHER
7,528,WHETHER
5,555,WHICH
5,555,WHICH
5,426,WHIFF
5,426,WHIFF
5,543,WHILE
5,543,WHILE
5,543,WHILE
5,543,WHILE
7,416,WHIMPER
7,416,WHIMPER
4,476,WHIP
4,476,WHIP
4,476,WHIP
4,476,WHIP
5,423,WHIRL
5,423,WHIRL
7,489,WHISKER
7,574,WHISKEY
7,550,WHISPER
7,550,WHISPER
7,550,WHISPER
7,505,WHISTLE
7,505,WHISTLE
9,462,WHISTLING
9,462,WHISTLING
5,590,WHITE
5,590,WHITE
5,590,WHITE
9,412,WHITENESS
3,599,WHO
3,599,WHO
5,592,WHOLE
5,592,WHOLE
5,592,WHOLE
10,403,WHOLESALER
4,501,WHOM
5,320,WHOOP
5,320,WHOOP
5,320,WHOOP
3,589,WHY
3,589,WHY
3,589,WHY
3,589,WHY
4,438,WICK
6,233,WICKER
6,233,WICKER
6,233,WICKER
6,233,WICKER
6,350,WICKET
4,569,WIDE
4,569,WIDE
4,569,WIDE
5,485,WIDOW
5,485,WIDOW
4,585,WIFE
3,518,WIG
3,518,WIG
6,388,WIGGLE
6,388,WIGGLE
6,303,WIGWAM
4,572,WILD
4,572,WILD
4,572,WILD
4,572,WILD
10,405,WILDERNESS
4,584,WILL
4,584,WILL
4,584,WILL
4,584,WILL
7,537,WILLING
7,537,WILLING
7,537,WILLING
7,537,WILLING
6,425,WILLOW
6,425,WILLOW
3,582,WIN
3,582,WIN
4,592,WIND
4,592,WIND
4,592,WIND
4,592,WIND
8,368,WINDMILL
6,621,WINDOW
6,621,WINDOW
4,570,WINE
4,570,WINE
4,510,WING
4,510,WING
4,521,WINK
4,521,WINK
6,615,WINTER
6,615,WINTER
6,615,WINTER
4,556,WIRE
4,556,WIRE
4,556,WIRE
6,510,WISDOM
4,533,WISE
4,533,WISE
4,533,WISE
4,533,WISE
4,556,WISH
4,556,WISH
5,110,WITAN
5,474,WITCH
5,474,WITCH
4,608,WITH
4,608,WITH
9,487,WITHDRAWN
9,487,WITHDRAWN
6,445,WITHER
6,445,WITHER
6,445,WITHER
6,445,WITHER
7,577,WITHOUT
7,577,WITHOUT
7,577,WITHOUT
7,321,WITNESS
7,321,WITNESS
7,321,WITLESS
7,496,WITNESS
7,496,WITNESS
5,470,WITTY
6,473,WIZARD
6,473,WIZARD
6,473,WIZARD
3,359,WOE
3,359,WOE
3,359,WOE
3,359,WOE
3,359,WOE
4,537,WOLF
4,537,WOLF
5,623,WOMAN
5,623,WOMAN
4,508,WOMB
4,508,WOMB
3,575,WON
3,575,WON
3,575,WON
6,530,WONDER
6,530,WONDER
6,530,WONDER
6,530,WONDER
9,548,WONDERFUL
9,548,WONDERFUL
9,548,WONDERFUL
4,574,WOOD
4,574,WOOD
4,574,WOOD
4,574,WOOD
8,423,WOODLAND
8,423,WOODLAND
4,540,WOOL
4,540,WOOL
4,603,WORK
4,603,WORK
4,603,WORK
6,587,WORKER
9,295,WORKHOUSE
7,609,WORKING
7,609,WORKING
7,609,WORKING
7,609,WORKING
5,607,WORLD
4,498,WORM
4,498,WORM
4,498,WORM
4,537,WORN
4,537,WORN
4,537,WORN
5,529,WORSE
5,529,WORSE
5,529,WORSE
5,529,WORSE
5,542,WORTH
5,542,WORTH
5,542,WORTH
5,542,WORTH
5,588,WOULD
5,588,WOULD
5,474,WOUND
5,474,WOUND
5,474,WOUND
5,474,WOUND
5,474,WOUND
5,309,WRACK
5,309,WRACK
4,549,WRAP
4,549,WRAP
5,466,WRATH
5,466,WRATH
5,516,WRECK
5,516,WRECK
4,396,WREN
5,319,WREST
5,319,WREST
5,560,WRITE
5,560,WRITE
7,630,WRITING
7,630,WRITING
7,630,WRITING
5,600,WRONG
5,600,WRONG
5,600,WRONG
5,600,WRONG
5,574,WROTE
5,383,WRUNG
5,383,WRUNG
5,383,WRUNG
9,250,XYLOPHONE
5,464,YACHT
5,464,YACHT
4,522,YARD
4,522,YARD
4,567,YAWN
4,567,YAWN
4,601,YEAR
4,509,YELL
4,509,YELL
6,555,YELLOW
6,555,YELLOW
6,555,YELLOW
4,333,YELP
4,333,YELP
6,237,YEOMAN
3,523,YET
3,523,YET
3,523,YET
3,321,YEW
4,441,YOKE
4,441,YOKE
4,471,YOLK
6,387,YONDER
6,387,YONDER
6,387,YONDER
6,387,YONDER
4,214,YORE
4,214,YORE
4,214,YORE
3,632,YOU
3,632,YOU
3,632,YOU
5,609,YOUNG
5,609,YOUNG
5,609,YOUNG
7,575,YOUNGER
7,575,YOUNGER
4,581,YOUR
4,581,YOUR
8,618,YOURSELF
5,551,YOUTH
5,551,YOUTH
5,136,YUCCA
4,388,ZEAL
7,317,ZEALOUS
5,333,ZEBRA
6,416,ZENITH
4,569,ZERO
4,569,ZERO
6,556,ZIPPER
6,409,ZODIAC
4,456,ZONE
4,456,ZONE
3,565,ZOO
9,472,ZOOLOGIST
7,448,ZOOLOGY
